SNAPSHOT_TIME;HOST;PORT;SESS_NUM;TOTAL_TH;WAIT_TH;BUSY_TH;SQL_WAIT_TH;SQL_BUSY_TH;JOB_WAIT_TH;JOB_BUSY_TH;REQ_WAIT_TH;REQ_BUSY_TH;OTH_WAIT_TH;OTH_BUSY_TH;SQL_WAIT_TH_S;SQL_BUSY_TH_S;JOB_WAIT_TH_S;JOB_BUSY_TH_S;REQ_WAIT_TH_S;REQ_BUSY_TH_S;OTH_WAIT_TH_S;OTH_BUSY_TH_S
2021/08/30 10:04:00;s4hd1prd;30.103;      1;      2;      2;      0;      1;      0;      1;      0;      0;      0;      0;      0;   1.00;   0.00;   1.00;   0.00;   0.00;   0.00;   0.00;   0.00
2021/08/30 10:06:00;s4hd1prd;30.103;      3;     41;     10;     31;      3;      0;      7;     31;      0;      0;      0;      0;   1.00;   0.00;   2.58;   5.20;   0.00;   0.00;   0.00;   0.00
2021/08/30 10:08:00;s4hd1prd;30.103;      1;      6;      5;      1;      1;      0;      4;      1;      0;      0;      0;      0;   1.00;   0.00;   2.00;   1.00;   0.00;   0.00;   0.00;   0.00
2021/08/30 10:12:00;s4hd1prd;30.103;      3;     28;     11;     17;      3;      0;      8;     17;      0;      0;      0;      0;   1.00;   0.00;   3.83;   6.25;   0.00;   0.00;   0.00;   0.00
2021/08/30 10:14:00;s4hd1prd;30.103;      2;     28;      9;     20;      2;      0;      7;     20;      0;      0;      0;      0;   1.00;   0.00;   3.25;  10.00;   0.00;   0.00;   0.00;   0.00
2021/08/30 10:16:00;s4hd1prd;30.103;      2;     23;      9;     15;      2;      0;      7;     15;      0;      0;      0;      0;   1.00;   0.00;   3.25;   8.25;   0.00;   0.00;   0.00;   0.00
2021/08/30 10:18:00;s4hd1prd;30.103;      1;     19;      4;     15;      1;      0;      3;     15;      0;      0;      0;      0;   1.00;   0.00;   1.50;   8.00;   0.00;   0.00;   0.00;   0.00
2021/08/30 10:20:00;s4hd1prd;30.103;      1;     11;      3;      8;      1;      0;      2;      8;      0;      0;      0;      0;   1.00;   0.00;   2.00;   8.00;   0.00;   0.00;   0.00;   0.00
2021/08/30 10:22:00;s4hd1prd;30.103;      1;     17;      5;     12;      1;      0;      4;     12;      0;      0;      0;      0;   1.00;   0.00;   4.00;  12.00;   0.00;   0.00;   0.00;   0.00
2021/08/30 10:24:00;s4hd1prd;30.103;      1;     20;      4;     16;      1;      0;      3;     16;      0;      0;      0;      0;   1.00;   0.00;   3.00;  16.00;   0.00;   0.00;   0.00;   0.00
2021/08/30 10:26:00;s4hd1prd;30.103;      1;      2;      2;      0;      1;      0;      1;      0;      0;      0;      0;      0;   1.00;   0.00;   1.00;   0.00;   0.00;   0.00;   0.00;   0.00
2021/08/30 10:28:00;s4hd1prd;30.103;      2;     19;      9;     10;      2;      0;      7;     10;      0;      0;      0;      0;   1.00;   0.00;   3.50;   5.00;   0.00;   0.00;   0.00;   0.00
2021/08/30 10:30:00;s4hd1prd;30.103;      2;     33;     10;     23;      2;      0;      8;     23;      0;      0;      0;      0;   1.00;   0.00;   4.00;  11.50;   0.00;   0.00;   0.00;   0.00
2021/08/30 10:32:00;s4hd1prd;30.103;      1;     19;      3;     16;      1;      0;      2;     16;      0;      0;      0;      0;   1.00;   0.00;   2.00;  16.00;   0.00;   0.00;   0.00;   0.00
2021/08/30 10:34:00;s4hd1prd;30.103;      2;      5;      4;      1;      2;      0;      2;      1;      0;      0;      0;      0;   1.00;   0.00;   2.00;   1.00;   0.00;   0.00;   0.00;   0.00
2021/08/30 10:36:00;s4hd1prd;30.103;      2;     40;      8;     32;      2;      0;      6;     32;      0;      0;      0;      0;   1.00;   0.00;   2.50;   9.50;   0.00;   0.00;   0.00;   0.00
2021/08/30 10:38:00;s4hd1prd;30.103;      2;     35;     10;     25;      2;      0;      8;     25;      0;      0;      0;      0;   1.00;   0.00;   4.00;  14.83;   0.00;   0.00;   0.00;   0.00
2021/08/30 10:42:00;s4hd1prd;30.103;      2;     34;      7;     27;      2;      0;      5;     27;      0;      0;      0;      0;   1.00;   0.00;   2.50;  13.50;   0.00;   0.00;   0.00;   0.00
2021/08/30 10:44:00;s4hd1prd;30.103;      1;     17;      4;     13;      1;      0;      3;     13;      0;      0;      0;      0;   1.00;   0.00;   1.50;   7.00;   0.00;   0.00;   0.00;   0.00
2021/08/30 10:46:00;s4hd1prd;30.103;      1;      7;      3;      4;      1;      0;      2;      4;      0;      0;      0;      0;   1.00;   0.00;   2.00;   4.00;   0.00;   0.00;   0.00;   0.00
2021/08/30 10:48:00;s4hd1prd;30.103;      1;     21;      5;     16;      1;      0;      4;     16;      0;      0;      0;      0;   1.00;   0.00;   4.00;  16.00;   0.00;   0.00;   0.00;   0.00
2021/08/30 10:50:00;s4hd1prd;30.103;      1;     19;      3;     16;      1;      0;      2;     16;      0;      0;      0;      0;   1.00;   0.00;   2.00;   8.00;   0.00;   0.00;   0.00;   0.00
2021/08/30 10:52:00;s4hd1prd;30.103;      1;     19;      3;     16;      1;      0;      2;     16;      0;      0;      0;      0;   1.00;   0.00;   2.00;  16.00;   0.00;   0.00;   0.00;   0.00
2021/08/30 10:54:00;s4hd1prd;30.103;      3;     37;     10;     27;      3;      0;      7;     27;      0;      0;      0;      0;   1.00;   0.00;   2.66;  11.00;   0.00;   0.00;   0.00;   0.00
2021/08/30 10:56:00;s4hd1prd;30.103;      1;     13;      4;      9;      1;      0;      3;      9;      0;      0;      0;      0;   1.00;   0.00;   2.50;   7.00;   0.00;   0.00;   0.00;   0.00
2021/08/30 10:58:00;s4hd1prd;30.103;      4;     48;     16;     32;      4;      0;     12;     32;      0;      0;      0;      0;   1.00;   0.00;   2.66;   8.83;   0.00;   0.00;   0.00;   0.00
2021/08/30 11:00:00;s4hd1prd;30.103;      4;     23;      9;     16;      4;      0;      5;     16;      0;      0;      0;      0;   1.00;   0.00;   3.25;  10.33;   0.00;   0.00;   0.00;   0.00
2021/08/30 11:02:00;s4hd1prd;30.103;      2;     13;      9;     10;      2;      0;      7;     10;      0;      0;      0;      0;   1.00;   0.00;   2.75;   5.50;   0.00;   0.00;   0.00;   0.00
2021/08/30 11:04:00;s4hd1prd;30.103;      3;     57;     13;     44;      3;      0;     10;     44;      0;      0;      0;      0;   1.00;   0.00;   2.22;   6.55;   0.00;   0.00;   0.00;   0.00
2021/08/30 11:06:00;s4hd1prd;30.103;      2;     28;     10;     18;      2;      0;      8;     18;      0;      0;      0;      0;   1.00;   0.00;   2.66;   9.66;   0.00;   0.00;   0.00;   0.00
2021/08/30 11:08:00;s4hd1prd;30.103;      3;     34;     16;     18;      3;      0;     13;     18;      0;      0;      0;      0;   1.00;   0.00;   3.77;  10.33;   0.00;   0.00;   0.00;   0.00
2021/08/30 11:10:00;s4hd1prd;30.103;      2;      8;      4;      5;      2;      0;      2;      5;      0;      0;      0;      0;   1.00;   0.00;   2.00;   2.50;   0.00;   0.00;   0.00;   0.00
2021/08/30 11:12:00;s4hd1prd;30.103;      2;     24;      7;     17;      2;      0;      5;     17;      0;      0;      0;      0;   1.00;   0.00;   3.25;   4.75;   0.00;   0.00;   0.00;   0.00
2021/08/30 11:14:00;s4hd1prd;30.103;      2;     20;      9;     16;      2;      0;      7;     16;      0;      0;      0;      0;   1.00;   0.00;   3.25;   8.00;   0.00;   0.00;   0.00;   0.00
2021/08/30 11:16:00;s4hd1prd;30.103;      3;     18;      9;     13;      3;      0;      6;     13;      0;      0;      0;      0;   1.00;   0.00;   2.33;   8.66;   0.00;   0.00;   0.00;   0.00
2021/08/30 11:18:00;s4hd1prd;30.103;      3;     38;     10;     28;      3;      0;      7;     28;      0;      0;      0;      0;   1.00;   0.00;   2.66;   8.66;   0.00;   0.00;   0.00;   0.00
2021/08/30 11:20:00;s4hd1prd;30.103;      2;     37;      9;     28;      2;      0;      7;     28;      0;      0;      0;      0;   1.00;   0.00;   2.83;   9.66;   0.00;   0.00;   0.00;   0.00
2021/08/30 11:24:00;s4hd1prd;30.103;      3;     36;     15;     21;      3;      0;     12;     21;      0;      0;      0;      0;   1.00;   0.00;   1.33;   4.16;   0.00;   0.00;   0.00;   0.00
2021/08/30 11:26:00;s4hd1prd;30.103;      1;     12;      3;      9;      1;      0;      2;      9;      0;      0;      0;      0;   1.00;   0.00;   1.00;   5.00;   0.00;   0.00;   0.00;   0.00
2021/08/30 11:30:00;s4hd1prd;30.103;      2;     23;      6;     17;      2;      0;      4;     17;      0;      0;      0;      0;   1.00;   0.00;   3.50;   9.25;   0.00;   0.00;   0.00;   0.00
2021/08/30 11:32:00;s4hd1prd;30.103;      1;      5;      3;      2;      1;      0;      2;      2;      0;      0;      0;      0;   1.00;   0.00;   2.00;   2.00;   0.00;   0.00;   0.00;   0.00
2021/08/30 11:34:00;s4hd1prd;30.103;      2;     30;      8;     22;      2;      0;      6;     22;      0;      0;      0;      0;   1.00;   0.00;   3.00;   7.33;   0.00;   0.00;   0.00;   0.00
2021/08/30 11:36:00;s4hd1prd;30.103;      2;     18;      8;     10;      2;      0;      6;     10;      0;      0;      0;      0;   1.00;   0.00;   3.50;   6.00;   0.00;   0.00;   0.00;   0.00
2021/08/30 11:40:00;s4hd1prd;30.103;      1;     20;      4;     16;      1;      0;      3;     16;      0;      0;      0;      0;   1.00;   0.00;   1.66;   5.66;   0.00;   0.00;   0.00;   0.00
2021/08/30 11:42:00;s4hd1prd;30.103;      2;     34;      9;     25;      2;      0;      7;     25;      0;      0;      0;      0;   1.00;   0.00;   3.75;  14.25;   0.00;   0.00;   0.00;   0.00
2021/08/30 11:44:00;s4hd1prd;30.103;      1;      6;      3;      3;      1;      0;      2;      3;      0;      0;      0;      0;   1.00;   0.00;   2.00;   2.00;   0.00;   0.00;   0.00;   0.00
2021/08/30 11:46:00;s4hd1prd;30.103;      4;     58;     16;     44;      4;      0;     12;     44;      0;      0;      0;      0;   1.00;   0.00;   2.72;   7.88;   0.00;   0.00;   0.00;   0.00
2021/08/30 11:48:00;s4hd1prd;30.103;      2;      8;      6;      2;      2;      0;      4;      2;      0;      0;      0;      0;   1.00;   0.00;   1.75;   1.50;   0.00;   0.00;   0.00;   0.00
2021/08/30 11:50:00;s4hd1prd;30.103;      4;     46;     17;     29;      4;      0;     13;     29;      0;      0;      0;      0;   1.00;   0.00;   3.25;   5.05;   0.00;   0.00;   0.00;   0.00
2021/08/30 11:52:00;s4hd1prd;30.103;      2;     20;      6;     14;      2;      0;      4;     14;      0;      0;      0;      0;   1.00;   0.00;   2.00;  14.00;   0.00;   0.00;   0.00;   0.00
2021/08/30 11:54:00;s4hd1prd;30.103;      3;     33;     17;     16;      3;      0;     14;     16;      0;      0;      0;      0;   1.00;   0.00;   4.66;   5.33;   0.00;   0.00;   0.00;   0.00
2021/08/30 11:56:00;s4hd1prd;30.103;      3;     34;     14;     24;      3;      0;     11;     24;      0;      0;      0;      0;   1.00;   0.00;   3.16;  10.91;   0.00;   0.00;   0.00;   0.00
2021/08/30 11:58:00;s4hd1prd;30.103;      3;     24;      9;     15;      3;      0;      6;     15;      0;      0;      0;      0;   1.00;   0.00;   3.50;  13.00;   0.00;   0.00;   0.00;   0.00
2021/08/30 12:00:00;s4hd1prd;30.103;      2;     21;      8;     14;      2;      0;      6;     14;      0;      0;      0;      0;   1.00;   0.00;   2.50;  11.00;   0.00;   0.00;   0.00;   0.00
2021/08/30 12:02:00;s4hd1prd;30.103;      3;     10;      7;      3;      3;      0;      4;      3;      0;      0;      0;      0;   1.00;   0.00;   3.00;   0.50;   0.00;   0.00;   0.00;   0.00
2021/08/30 12:04:00;s4hd1prd;30.103;      2;     17;      6;     11;      2;      0;      4;     11;      0;      0;      0;      0;   1.00;   0.00;   3.50;   2.75;   0.00;   0.00;   0.00;   0.00
2021/08/30 12:06:00;s4hd1prd;30.103;      2;     31;     10;     21;      2;      0;      8;     21;      0;      0;      0;      0;   1.00;   0.00;   3.00;   8.00;   0.00;   0.00;   0.00;   0.00
2021/08/30 12:08:00;s4hd1prd;30.103;      1;     16;      5;     11;      1;      0;      4;     11;      0;      0;      0;      0;   1.00;   0.00;   2.00;   5.50;   0.00;   0.00;   0.00;   0.00
2021/08/30 12:10:00;s4hd1prd;30.103;      2;     17;      7;     12;      2;      0;      5;     12;      0;      0;      0;      0;   1.00;   0.00;   3.25;   6.50;   0.00;   0.00;   0.00;   0.00
2021/08/30 12:12:00;s4hd1prd;30.103;      2;      6;      4;      2;      2;      0;      2;      2;      0;      0;      0;      0;   1.00;   0.00;   2.00;   1.00;   0.00;   0.00;   0.00;   0.00
2021/08/30 12:14:00;s4hd1prd;30.103;      1;      5;      4;      1;      1;      0;      3;      1;      0;      0;      0;      0;   1.00;   0.00;   1.50;   0.50;   0.00;   0.00;   0.00;   0.00
2021/08/30 12:16:00;s4hd1prd;30.103;      2;     19;      5;     14;      2;      0;      4;     14;      0;      0;      0;      0;   1.00;   0.00;   2.66;   7.33;   0.00;   0.00;   0.00;   0.00
2021/08/30 12:18:00;s4hd1prd;30.103;      1;     20;      5;     15;      1;      0;      4;     15;      0;      0;      0;      0;   1.00;   0.00;   4.00;  15.00;   0.00;   0.00;   0.00;   0.00
2021/08/30 12:20:00;s4hd1prd;30.103;      3;     31;     14;     17;      3;      0;     11;     17;      0;      0;      0;      0;   1.00;   0.00;   3.83;   6.75;   0.00;   0.00;   0.00;   0.00
2021/08/30 12:22:00;s4hd1prd;30.103;      3;     38;     15;     28;      3;      0;     12;     28;      0;      0;      0;      0;   1.00;   0.00;   4.00;  12.75;   0.00;   0.00;   0.00;   0.00
2021/08/30 12:24:00;s4hd1prd;30.103;      4;     36;     15;     21;      4;      0;     11;     21;      0;      0;      0;      0;   1.00;   0.00;   2.87;   7.25;   0.00;   0.00;   0.00;   0.00
2021/08/30 12:26:00;s4hd1prd;30.103;      3;     41;      9;     33;      3;      0;      6;     33;      0;      0;      0;      0;   1.00;   0.00;   2.50;   8.25;   0.00;   0.00;   0.00;   0.00
2021/08/30 12:28:00;s4hd1prd;30.103;      3;     47;     13;     34;      3;      0;     10;     34;      0;      0;      0;      0;   1.00;   0.00;   3.33;  11.33;   0.00;   0.00;   0.00;   0.00
2021/08/30 12:30:00;s4hd1prd;30.103;      2;     36;      7;     29;      2;      0;      5;     29;      0;      0;      0;      0;   1.00;   0.00;   3.25;  14.75;   0.00;   0.00;   0.00;   0.00
2021/08/30 12:32:00;s4hd1prd;30.103;      1;     19;      3;     16;      1;      0;      2;     16;      0;      0;      0;      0;   1.00;   0.00;   2.00;  16.00;   0.00;   0.00;   0.00;   0.00
2021/08/30 12:36:00;s4hd1prd;30.103;      1;     20;      4;     16;      1;      0;      3;     16;      0;      0;      0;      0;   1.00;   0.00;   3.00;  16.00;   0.00;   0.00;   0.00;   0.00
2021/08/30 12:40:00;s4hd1prd;30.103;      2;     27;      8;     20;      2;      0;      6;     20;      0;      0;      0;      0;   1.00;   0.00;   2.75;  12.00;   0.00;   0.00;   0.00;   0.00
2021/08/30 12:42:00;s4hd1prd;30.103;      1;     13;      5;      8;      1;      0;      4;      8;      0;      0;      0;      0;   1.00;   0.00;   4.00;   8.00;   0.00;   0.00;   0.00;   0.00
2021/08/30 12:44:00;s4hd1prd;30.103;      2;     18;     10;      8;      2;      0;      8;      8;      0;      0;      0;      0;   1.00;   0.00;   4.00;   2.00;   0.00;   0.00;   0.00;   0.00
2021/08/30 12:46:00;s4hd1prd;30.103;      3;     26;      9;     18;      3;      0;      6;     18;      0;      0;      0;      0;   1.00;   0.00;   2.66;   5.50;   0.00;   0.00;   0.00;   0.00
2021/08/30 12:48:00;s4hd1prd;30.103;      1;     20;      4;     16;      1;      0;      3;     16;      0;      0;      0;      0;   1.00;   0.00;   2.50;  16.00;   0.00;   0.00;   0.00;   0.00
2021/08/30 12:50:00;s4hd1prd;30.103;      2;     23;      6;     17;      2;      0;      4;     17;      0;      0;      0;      0;   1.00;   0.00;   2.00;   4.25;   0.00;   0.00;   0.00;   0.00
2021/08/30 12:52:00;s4hd1prd;30.103;      3;     21;     10;     16;      3;      0;      7;     16;      0;      0;      0;      0;   1.00;   0.00;   3.75;  10.25;   0.00;   0.00;   0.00;   0.00
2021/08/30 12:54:00;s4hd1prd;30.103;      3;     25;     10;     15;      3;      0;      7;     15;      0;      0;      0;      0;   1.00;   0.00;   2.16;   3.50;   0.00;   0.00;   0.00;   0.00
2021/08/30 12:56:00;s4hd1prd;30.103;      3;     30;     13;     17;      3;      0;     10;     17;      0;      0;      0;      0;   1.00;   0.00;   2.99;   8.50;   0.00;   0.00;   0.00;   0.00
2021/08/30 12:58:00;s4hd1prd;30.103;      2;     23;      8;     15;      2;      0;      6;     15;      0;      0;      0;      0;   1.00;   0.00;   3.33;  11.50;   0.00;   0.00;   0.00;   0.00
2021/08/30 13:02:00;s4hd1prd;30.103;      1;     21;      5;     16;      1;      0;      4;     16;      0;      0;      0;      0;   1.00;   0.00;   3.00;   8.00;   0.00;   0.00;   0.00;   0.00
2021/08/30 13:04:00;s4hd1prd;30.103;      2;     20;      7;     13;      2;      0;      5;     13;      0;      0;      0;      0;   1.00;   0.00;   2.50;  11.50;   0.00;   0.00;   0.00;   0.00
2021/08/30 13:06:00;s4hd1prd;30.103;      3;     36;     13;     23;      3;      0;     10;     23;      0;      0;      0;      0;   1.00;   0.00;   2.77;   6.16;   0.00;   0.00;   0.00;   0.00
2021/08/30 13:08:00;s4hd1prd;30.103;      3;     24;     12;     12;      3;      0;      9;     12;      0;      0;      0;      0;   1.00;   0.00;   3.66;   7.83;   0.00;   0.00;   0.00;   0.00
2021/08/30 13:12:00;s4hd1prd;30.103;      3;     17;     11;      6;      3;      0;      8;      6;      0;      0;      0;      0;   1.00;   0.00;   2.00;   3.00;   0.00;   0.00;   0.00;   0.00
2021/08/30 13:14:00;s4hd1prd;30.103;      2;     20;      8;     12;      2;      0;      6;     12;      0;      0;      0;      0;   1.00;   0.00;   2.66;   4.33;   0.00;   0.00;   0.00;   0.00
2021/08/30 13:16:00;s4hd1prd;30.103;      3;     37;     13;     24;      3;      0;     10;     24;      0;      0;      0;      0;   1.00;   0.00;   2.77;   8.00;   0.00;   0.00;   0.00;   0.00
2021/08/30 13:18:00;s4hd1prd;30.103;      3;     23;      9;     14;      3;      0;      6;     14;      0;      0;      0;      0;   1.00;   0.00;   1.50;   4.00;   0.00;   0.00;   0.00;   0.00
2021/08/30 13:20:00;s4hd1prd;30.103;      1;      8;      4;      4;      1;      0;      3;      4;      0;      0;      0;      0;   1.00;   0.00;   3.00;   4.00;   0.00;   0.00;   0.00;   0.00
2021/08/30 13:22:00;s4hd1prd;30.103;      1;      5;      5;      1;      1;      0;      4;      1;      0;      0;      0;      0;   1.00;   0.00;   3.00;   0.50;   0.00;   0.00;   0.00;   0.00
2021/08/30 13:26:00;s4hd1prd;30.103;      2;     31;      8;     23;      2;      0;      6;     23;      0;      0;      0;      0;   1.00;   0.00;   2.00;   9.50;   0.00;   0.00;   0.00;   0.00
2021/08/30 13:28:00;s4hd1prd;30.103;      1;     17;      4;     13;      1;      0;      3;     13;      0;      0;      0;      0;   1.00;   0.00;   3.00;  13.00;   0.00;   0.00;   0.00;   0.00
2021/08/30 13:30:00;s4hd1prd;30.103;      2;     31;     10;     21;      2;      0;      8;     21;      0;      0;      0;      0;   1.00;   0.00;   2.66;   3.83;   0.00;   0.00;   0.00;   0.00
2021/08/30 13:32:00;s4hd1prd;30.103;      2;     22;      6;     16;      2;      0;      4;     16;      0;      0;      0;      0;   1.00;   0.00;   3.00;  11.50;   0.00;   0.00;   0.00;   0.00
2021/08/30 13:34:00;s4hd1prd;30.103;      2;     17;      6;     12;      2;      0;      4;     12;      0;      0;      0;      0;   1.00;   0.00;   4.00;   7.00;   0.00;   0.00;   0.00;   0.00
2021/08/30 13:36:00;s4hd1prd;30.103;      1;     12;      4;      8;      1;      0;      3;      8;      0;      0;      0;      0;   1.00;   0.00;   3.00;   8.00;   0.00;   0.00;   0.00;   0.00
2021/08/30 13:40:00;s4hd1prd;30.103;      1;      2;      1;      1;      1;      0;      0;      1;      0;      0;      0;      0;   1.00;   0.00;   0.00;   1.00;   0.00;   0.00;   0.00;   0.00
2021/08/30 13:42:00;s4hd1prd;30.103;      3;     38;     11;     27;      3;      0;      8;     27;      0;      0;      0;      0;   1.00;   0.00;   2.33;   9.50;   0.00;   0.00;   0.00;   0.00
2021/08/30 13:44:00;s4hd1prd;30.103;      2;     26;      6;     20;      2;      0;      4;     20;      0;      0;      0;      0;   1.00;   0.00;   2.50;  12.00;   0.00;   0.00;   0.00;   0.00
2021/08/30 13:46:00;s4hd1prd;30.103;      2;     17;      8;      9;      2;      0;      6;      9;      0;      0;      0;      0;   1.00;   0.00;   3.00;   3.83;   0.00;   0.00;   0.00;   0.00
2021/08/30 13:48:00;s4hd1prd;30.103;      2;     26;      8;     18;      2;      0;      6;     18;      0;      0;      0;      0;   1.00;   0.00;   3.50;  12.50;   0.00;   0.00;   0.00;   0.00
2021/08/30 13:50:00;s4hd1prd;30.103;      1;      1;      1;      0;      1;      0;      0;      0;      0;      0;      0;      0;   1.00;   0.00;   0.00;   0.00;   0.00;   0.00;   0.00;   0.00
2021/08/30 13:52:00;s4hd1prd;30.103;      2;     23;      7;     16;      2;      0;      5;     16;      0;      0;      0;      0;   1.00;   0.00;   2.50;   8.00;   0.00;   0.00;   0.00;   0.00
2021/08/30 13:54:00;s4hd1prd;30.103;      1;     17;      3;     14;      1;      0;      2;     14;      0;      0;      0;      0;   1.00;   0.00;   1.00;   7.50;   0.00;   0.00;   0.00;   0.00
2021/08/30 13:56:00;s4hd1prd;30.103;      1;     13;      5;      8;      1;      0;      4;      8;      0;      0;      0;      0;   1.00;   0.00;   2.00;   5.00;   0.00;   0.00;   0.00;   0.00
2021/08/30 13:58:00;s4hd1prd;30.103;      1;      2;      1;      1;      1;      0;      0;      1;      0;      0;      0;      0;   1.00;   0.00;   0.00;   1.00;   0.00;   0.00;   0.00;   0.00
2021/08/30 14:00:00;s4hd1prd;30.103;      1;     12;      5;      7;      1;      0;      4;      7;      0;      0;      0;      0;   1.00;   0.00;   3.00;   5.00;   0.00;   0.00;   0.00;   0.00
2021/08/30 14:02:00;s4hd1prd;30.103;      2;     21;      7;     16;      2;      0;      5;     16;      0;      0;      0;      0;   1.00;   0.00;   3.25;  10.00;   0.00;   0.00;   0.00;   0.00
2021/08/30 14:04:00;s4hd1prd;30.103;      3;     34;     12;     22;      3;      0;      9;     22;      0;      0;      0;      0;   1.00;   0.00;   2.75;   5.91;   0.00;   0.00;   0.00;   0.00
2021/08/30 14:06:00;s4hd1prd;30.103;      4;     32;     13;     23;      4;      0;      9;     23;      0;      0;      0;      0;   1.00;   0.00;   2.62;  10.45;   0.00;   0.00;   0.00;   0.00
2021/08/30 14:08:00;s4hd1prd;30.103;      3;     25;      7;     18;      3;      0;      4;     18;      0;      0;      0;      0;   1.00;   0.00;   2.00;   9.00;   0.00;   0.00;   0.00;   0.00
2021/08/30 14:10:00;s4hd1prd;30.103;      3;     20;      9;     13;      3;      0;      6;     13;      0;      0;      0;      0;   1.00;   0.00;   2.66;   5.94;   0.00;   0.00;   0.00;   0.00
2021/08/30 14:12:00;s4hd1prd;30.103;      2;     16;      6;     10;      2;      0;      4;     10;      0;      0;      0;      0;   1.00;   0.00;   2.00;   5.00;   0.00;   0.00;   0.00;   0.00
2021/08/30 14:14:00;s4hd1prd;30.103;      1;     10;      4;      6;      1;      0;      3;      6;      0;      0;      0;      0;   1.00;   0.00;   2.50;   3.00;   0.00;   0.00;   0.00;   0.00
2021/08/30 14:16:00;s4hd1prd;30.103;      2;     39;     10;     29;      2;      0;      8;     29;      0;      0;      0;      0;   1.00;   0.00;   3.00;   7.00;   0.00;   0.00;   0.00;   0.00
2021/08/30 14:18:00;s4hd1prd;30.103;      2;     19;      4;     15;      2;      0;      2;     15;      0;      0;      0;      0;   1.00;   0.00;   2.00;   4.75;   0.00;   0.00;   0.00;   0.00
2021/08/30 14:20:00;s4hd1prd;30.103;      1;     20;      4;     16;      1;      0;      3;     16;      0;      0;      0;      0;   1.00;   0.00;   2.50;   8.00;   0.00;   0.00;   0.00;   0.00
2021/08/30 14:22:00;s4hd1prd;30.103;      4;     26;     14;     15;      4;      0;     10;     15;      0;      0;      0;      0;   1.00;   0.00;   3.11;   7.50;   0.00;   0.00;   0.00;   0.00
2021/08/30 14:24:00;s4hd1prd;30.103;      2;     37;      9;     28;      2;      0;      7;     28;      0;      0;      0;      0;   1.00;   0.00;   3.50;  14.00;   0.00;   0.00;   0.00;   0.00
2021/08/30 14:26:00;s4hd1prd;30.103;      2;     20;      5;     16;      2;      0;      3;     16;      0;      0;      0;      0;   1.00;   0.00;   2.16;  13.00;   0.00;   0.00;   0.00;   0.00
2021/08/30 14:28:00;s4hd1prd;30.103;      2;     22;      5;     17;      2;      0;      3;     17;      0;      0;      0;      0;   1.00;   0.00;   3.00;   8.50;   0.00;   0.00;   0.00;   0.00
2021/08/30 14:32:00;s4hd1prd;30.103;      1;      5;      4;      1;      1;      0;      3;      1;      0;      0;      0;      0;   1.00;   0.00;   3.00;   1.00;   0.00;   0.00;   0.00;   0.00
